"date..","DataFile","studies","Bshape","prior_mean_b","prior_sd_b","prior_mean_log10a","prior_sd_log10a","mean_log10a","sd_log10a","mean_b","sd_b","mean_sigma_log10a","sd_sigma_log10a","mean_sigma_b","sd_sigma_b","ro_ab","prior_geom_mean_a","true_geom_mean_a","HDI_min_a","HDI_max_a","HDI_min_b","HDI_max_b"
"Tue Jan 23 18:02:05 2024","1. Data/Inputs/LW_morone_saxatilis.csv",9,"fusiform","3.04","0.0857","-1.95","0.173","-2.02","0.0719","3.06","0.0498","0.26","0.00319","0.184","0.00223","-0.945","0.0112","0.00948","0.00684","0.0131","2.96","3.16"
